segment,duration_s,ch,id_hex,meaning,count,unique,first,last,score,top_values
climate_driver_temp_knob_left_right_done,66.448,0,0x131,DATC temp display M-CAN,107,4,00 00 FF 00 00 00 FF 00,10 00 FF 00 10 00 FF 00,29,10 00 FF 00 10 00 FF 00 x36 | 0F 00 FF 00 10 00 FF 00 x29 | 00 00 FF 00 00 00 FF 00 x23 | 0E 00 FF 00 10 00 FF 00 x19
climate_driver_temp_knob_left_right_done,66.448,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,5778,4,00 40 61 FF 62 00 00 78,00 40 61 FF 62 00 00 3C,26,00 40 61 FF 62 00 00 3C x1462 | 00 40 61 FF 62 00 00 B4 x1453 | 00 40 61 FF 62 00 00 F0 x1434 | 00 40 61 FF 62 00 00 78 x1429
climate_driver_temp_knob_left_right_done,66.448,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1136,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1136
climate_driver_temp_knob_left_right_done,66.448,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1120,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1120
climate_driver_temp_knob_left_right_done,66.448,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1119,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1119
climate_driver_temp_knob_left_right_done,66.448,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1118,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1118
climate_driver_temp_knob_left_right_done,66.448,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,553,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x553
climate_driver_temp_knob_left_right_done,66.448,1,0x4E5,driver seat heat C-CAN candidate,548,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x548
climate_driver_temp_knob_left_right_done,66.448,1,0x5CF,seat/climate secondary candidate,544,1,3F 09 00 00 00 7F 80 00,3F 09 00 00 00 7F 80 00,22,3F 09 00 00 00 7F 80 00 x544
climate_passenger_temp_left_right_done,40.328,0,0x132,DATC mode display M-CAN,102,2,90 01 01 14 00 00 00 01,90 01 01 14 00 00 00 01,26,90 01 01 14 00 00 00 01 x68 | 90 11 01 14 00 00 00 01 x34
climate_passenger_temp_left_right_done,40.328,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,101,2,00 10 40 02 03 00 00 10,00 10 40 02 03 00 00 10,26,00 10 40 02 03 00 00 10 x65 | 00 11 40 02 03 00 00 10 x36
climate_passenger_temp_left_right_done,40.328,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,2913,4,00 40 61 FF 62 00 00 F0,00 40 61 FF 62 00 00 B4,26,00 40 61 FF 62 00 00 3C x757 | 00 40 61 FF 62 00 00 B4 x749 | 00 40 61 FF 62 00 00 78 x705 | 00 40 61 FF 62 00 00 F0 x702
climate_passenger_temp_left_right_done,40.328,0,0x131,DATC temp display M-CAN,68,3,10 00 FF 00 10 00 FF 00,10 00 FF 00 10 00 FF 00,25,10 00 FF 00 10 00 FF 00 x34 | 10 00 FF 00 0F 00 FF 00 x21 | 10 00 FF 00 0E 00 FF 00 x13
climate_passenger_temp_left_right_done,40.328,1,0x042,DATC temperature display C-CAN,65,3,10 FF 10 FF 00 00 00 00,10 FF 10 FF 00 00 00 00,25,10 FF 10 FF 00 00 00 00 x31 | 10 FF 0F FF 00 00 00 00 x21 | 10 FF 0E FF 00 00 00 00 x13
climate_passenger_temp_left_right_done,40.328,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",570,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x570
climate_passenger_temp_left_right_done,40.328,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,567,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x567
climate_passenger_temp_left_right_done,40.328,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,560,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x560
climate_passenger_temp_left_right_done,40.328,1,0x490,M-CAN USB media text transport / Music USB spam candidate,560,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x560
climate_passenger_temp_left_right_done,40.328,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,282,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x282
climate_passenger_temp_left_right_done,40.328,1,0x5CF,seat/climate secondary candidate,278,1,3F 09 00 00 00 7F 80 00,3F 09 00 00 00 7F 80 00,22,3F 09 00 00 00 7F 80 00 x278
climate_passenger_temp_left_right_done,40.328,1,0x4E6,M-CAN generic multimedia text transport,277,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x277
climate_passenger_temp_left_right_done,40.328,1,0x4E5,driver seat heat C-CAN candidate,272,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x272
climate_passenger_temp_left_right_done,40.328,1,0x53E,gear/reverse secondary candidate,272,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x272
climate_fan_speed_up3_down3_done,45.151,1,0x4E6,M-CAN generic multimedia text transport,312,2,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,26,80 80 00 00 80 80 7A 00 x255 | 80 80 00 00 80 80 79 00 x57
climate_fan_speed_up3_down3_done,45.151,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,3242,4,00 40 61 FF 62 00 00 78,00 40 61 FF 62 00 00 F0,26,00 40 61 FF 62 00 00 3C x829 | 00 40 61 FF 62 00 00 B4 x829 | 00 40 61 FF 62 00 00 78 x793 | 00 40 61 FF 62 00 00 F0 x791
climate_fan_speed_up3_down3_done,45.151,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,659,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x659
climate_fan_speed_up3_down3_done,45.151,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,659,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x659
climate_fan_speed_up3_down3_done,45.151,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",649,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x649
climate_fan_speed_up3_down3_done,45.151,1,0x490,M-CAN USB media text transport / Music USB spam candidate,645,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x645
climate_fan_speed_up3_down3_done,45.151,1,0x53E,gear/reverse secondary candidate,315,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x315
climate_fan_speed_up3_down3_done,45.151,1,0x4E5,driver seat heat C-CAN candidate,313,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x313
climate_fan_speed_up3_down3_done,45.151,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,311,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x311
climate_fan_speed_up3_down3_done,45.151,1,0x5CF,seat/climate secondary candidate,307,1,3F 09 00 00 00 7F 80 00,3F 09 00 00 00 7F 80 00,22,3F 09 00 00 00 7F 80 00 x307
climate_air_direction_face3_defrost4_feet5_toggle_done,112.381,1,0x5CF,seat/climate secondary candidate,1021,2,3F 09 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,31,3F 0A 00 00 00 7F 80 00 x571 | 3F 09 00 00 00 7F 80 00 x450
climate_air_direction_face3_defrost4_feet5_toggle_done,112.381,1,0x4E5,driver seat heat C-CAN candidate,1027,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x1027
climate_air_direction_face3_defrost4_feet5_toggle_done,112.381,1,0x4E6,M-CAN generic multimedia text transport,1026,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x1026
climate_air_direction_face3_defrost4_feet5_toggle_done,112.381,1,0x53E,gear/reverse secondary candidate,1022,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x1022
climate_air_direction_face3_defrost4_feet5_toggle_done,112.381,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,1018,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x1018
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,122,4,00 00 40 02 03 00 00 30,00 00 00 02 03 00 00 30,29,00 00 40 02 03 00 00 30 x49 | 00 00 00 02 03 00 00 30 x40 | 00 01 00 02 03 00 00 30 x18 | 00 01 40 02 03 00 00 30 x15
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,0,0x132,DATC mode display M-CAN,115,4,90 00 01 14 00 00 00 03,90 00 00 14 00 00 00 03,29,90 00 01 14 00 00 00 03 x44 | 90 00 00 14 00 00 00 03 x38 | 90 10 00 14 00 00 00 03 x18 | 90 10 01 14 00 00 00 03 x15
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,5469,4,00 40 61 FF 61 00 00 00,00 40 61 FF 61 00 00 C4,26,00 40 61 FF 61 00 00 C4 x1376 | 00 40 61 FF 61 00 00 88 x1366 | 00 40 61 FF 61 00 00 00 x1364 | 00 40 61 FF 61 00 00 4C x1363
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1121,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1121
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1095,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1095
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1092,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1092
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1080,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1080
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x4E6,M-CAN generic multimedia text transport,554,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x554
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x4E5,driver seat heat C-CAN candidate,547,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x547
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,541,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x541
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x53E,gear/reverse secondary candidate,536,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x536
correction_air_direction_face4_defrost3_feet5_previous_block,67.659,1,0x5CF,seat/climate secondary candidate,526,1,3F 0A 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,22,3F 0A 00 00 00 7F 80 00 x526
climate_recirc_on_off_5x_done,78.231,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,89,2,00 00 00 02 03 00 00 30,00 00 00 02 03 00 00 30,26,00 00 00 02 03 00 00 30 x63 | 00 04 00 02 03 00 00 30 x26
climate_recirc_on_off_5x_done,78.231,0,0x132,DATC mode display M-CAN,81,2,90 00 00 14 00 00 00 03,90 00 00 14 00 00 00 03,26,90 00 00 14 00 00 00 03 x55 | 90 04 00 14 00 00 00 03 x26
climate_recirc_on_off_5x_done,78.231,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,5776,4,00 40 61 FF 61 00 00 00,00 40 61 FF 61 00 00 C4,26,00 40 61 FF 61 00 00 C4 x1463 | 00 40 61 FF 61 00 00 4C x1444 | 00 40 61 FF 61 00 00 00 x1438 | 00 40 61 FF 61 00 00 88 x1431
climate_recirc_on_off_5x_done,78.231,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1227,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1227
climate_recirc_on_off_5x_done,78.231,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1154,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1154
climate_recirc_on_off_5x_done,78.231,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1146,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1146
climate_recirc_on_off_5x_done,78.231,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1135,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1135
climate_recirc_on_off_5x_done,78.231,1,0x53E,gear/reverse secondary candidate,586,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x586
climate_recirc_on_off_5x_done,78.231,1,0x4E5,driver seat heat C-CAN candidate,573,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x573
climate_recirc_on_off_5x_done,78.231,1,0x4E6,M-CAN generic multimedia text transport,572,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x572
climate_recirc_on_off_5x_done,78.231,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,567,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x567
climate_recirc_on_off_5x_done,78.231,1,0x5CF,seat/climate secondary candidate,554,1,3F 0A 00 00 00 7F 80 00,3F 0A 00 00 00 7F 80 00,22,3F 0A 00 00 00 7F 80 00 x554
engine_started_rear_defrost_on_off_4x_done,86.656,0,0x169,gear/reverse secondary candidate,383,3,20 01 00 FF 14 00 40 00,20 01 03 FF 14 00 40 00,30,20 01 00 FF 14 00 40 00 x207 | 20 01 03 FF 14 00 40 00 x171 | 20 01 01 FF 14 00 40 00 x5
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x553,body_gateway_2: rear doors/diagnostic related,360,2,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,26,00 00 00 08 01 00 C0 00 x354 | 00 00 00 08 01 01 C0 00 x6
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x042,DATC temperature display C-CAN,74,2,10 FF 10 FF 00 00 00 00,10 FF 10 FF 00 00 00 00,26,10 FF 10 FF 00 00 00 00 x70 | 00 FF 00 FF 00 00 00 00 x4
engine_started_rear_defrost_on_off_4x_done,86.656,0,0x134,M-CAN DATC seat heat/vent display candidate,71,2,03 00 00 02 00 00 10 00,03 00 00 02 00 00 10 00,26,03 00 00 02 00 00 10 00 x67 | 00 00 00 02 00 00 30 00 x4
engine_started_rear_defrost_on_off_4x_done,86.656,0,0x131,DATC temp display M-CAN,68,2,10 00 FF 00 10 00 FF 00,10 00 FF 00 10 00 FF 00,26,10 00 FF 00 10 00 FF 00 x64 | 00 00 FF 00 00 00 FF 00 x4
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,77,3,00 00 00 02 03 00 00 30,00 00 00 02 03 00 00 30,25,00 00 00 02 03 00 00 30 x71 | 00 00 00 0E 00 00 00 00 x4 | 00 00 00 02 03 00 00 20 x2
engine_started_rear_defrost_on_off_4x_done,86.656,0,0x132,DATC mode display M-CAN,72,3,90 00 00 14 00 00 00 03,90 00 00 14 00 00 00 03,25,90 00 00 14 00 00 00 03 x67 | 90 00 00 70 00 00 00 00 x4 | 90 00 00 14 00 00 00 02 x1
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,750,5,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,23,03 00 41 00 C0 00 00 01 x656 | 03 00 41 00 D0 00 00 01 x83 | 04 00 41 00 C0 10 00 01 x7 | 03 00 41 00 C0 10 00 01 x2
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1466,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1466
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1442,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1442
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1438,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1438
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1392,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1392
engine_started_rear_defrost_on_off_4x_done,86.656,1,0x53E,gear/reverse secondary candidate,706,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x706
heated_steering_wheel_on_off_4x_done,56.761,1,0x4E6,M-CAN generic multimedia text transport,429,6,49 C2 00 00 84 84 8B 00,49 C4 00 00 84 84 8B 00,27,49 C3 00 00 84 84 8B 00 x243 | 49 C2 00 00 84 84 8B 00 x120 | 49 C3 00 00 84 84 8C 00 x30 | 49 C4 00 00 84 84 8B 00 x25
heated_steering_wheel_on_off_4x_done,56.761,1,0x559,body_gateway_4: windows/heated steering state candidate,236,2,00 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,26,00 40 00 00 20 00 00 40 x182 | 10 40 00 00 20 00 00 40 x54
heated_steering_wheel_on_off_4x_done,56.761,1,0x4E5,driver seat heat C-CAN candidate,429,7,80 52 00 02 49 C2 00 00,80 4A 00 02 49 C4 00 00,26,80 4E 00 02 49 C3 00 00 x215 | 80 4E 00 02 49 C2 00 00 x71 | 80 52 00 02 49 C2 00 00 x56 | 80 4A 00 02 49 C3 00 00 x54
heated_steering_wheel_on_off_4x_done,56.761,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,900,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x900
heated_steering_wheel_on_off_4x_done,56.761,1,0x490,M-CAN USB media text transport / Music USB spam candidate,885,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x885
heated_steering_wheel_on_off_4x_done,56.761,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,874,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x874
heated_steering_wheel_on_off_4x_done,56.761,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",851,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x851
heated_steering_wheel_on_off_4x_done,56.761,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,442,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x442
heated_steering_wheel_on_off_4x_done,56.761,1,0x53E,gear/reverse secondary candidate,428,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x428
heated_steering_wheel_on_off_4x_done,56.761,0,0x169,gear/reverse secondary candidate,235,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x235
heated_steering_wheel_on_off_4x_done,56.761,1,0x553,body_gateway_2: rear doors/diagnostic related,219,1,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,22,00 00 00 08 01 00 C0 00 x219
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x4E6,M-CAN generic multimedia text transport,472,5,49 C4 00 00 84 84 8B 00,49 C4 00 00 84 84 8C 00,28,49 C4 00 00 84 84 8B 00 x334 | 49 C4 00 00 84 84 8C 00 x128 | 49 C4 00 00 83 83 8B 00 x7 | 49 C4 00 00 83 83 8C 00 x2
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,924,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x924
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",920,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x920
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x490,M-CAN USB media text transport / Music USB spam candidate,905,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x905
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,905,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x905
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,465,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x465
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x53E,gear/reverse secondary candidate,457,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x457
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,0,0x169,gear/reverse secondary candidate,243,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x243
driver_seat_heater_levels_1_2_3_off_3cycles_done,65.241,1,0x553,body_gateway_2: rear doors/diagnostic related,230,1,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,22,00 00 00 08 01 00 C0 00 x230
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x4E5,driver seat heat C-CAN candidate,502,7,80 46 00 01 49 C4 00 00,80 4A 00 02 49 C4 00 00,26,80 4A 00 02 49 C4 00 00 x289 | 80 4E 00 02 49 C4 00 00 x143 | 80 4A 00 01 49 C4 00 00 x47 | 80 46 00 01 49 C4 00 00 x12
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1025,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1025
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1024,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1024
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1014,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1014
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1008,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1008
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x53E,gear/reverse secondary candidate,509,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x509
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,501,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x501
passenger_seat_heater_levels_1_2_3_off_3cycles_done,70.448,0,0x169,gear/reverse secondary candidate,266,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x266
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x53E,gear/reverse secondary candidate,830,2,00 08 00 00 80 0E,00 08 00 00 80 05,31,00 08 00 00 80 05 x782 | 00 08 00 00 80 0E x48
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x50E,gear/reverse secondary candidate,431,2,20 00 00 20 00 00 00 00,20 00 00 20 00 00 00 00,26,20 00 00 20 00 00 00 00 x283 | 00 00 00 20 00 00 00 00 x148
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x559,body_gateway_4: windows/heated steering state candidate,424,2,00 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,26,00 40 00 00 20 00 00 40 x417 | 00 40 00 00 00 00 00 40 x7
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x553,body_gateway_2: rear doors/diagnostic related,423,2,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,26,00 00 00 08 01 00 C0 00 x292 | 00 00 00 08 01 01 C0 00 x131
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,0,0x131,DATC temp display M-CAN,91,2,10 00 FF 00 10 00 FF 00,10 00 FF 00 10 00 FF 00,26,10 00 FF 00 10 00 FF 00 x88 | 00 00 FF 00 00 00 FF 00 x3
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,1,0x042,DATC temperature display C-CAN,87,2,10 FF 10 FF 00 00 00 00,10 FF 10 FF 00 00 00 00,26,10 FF 10 FF 00 00 00 00 x86 | 00 FF 00 FF 00 00 00 00 x1
ignition_on_engine_off_P_to_R_4x_brake_pressed_done,100.314,0,0x169,gear/reverse secondary candidate,481,7,20 01 03 FF 14 00 40 00,20 01 00 FF 14 00 40 00,26,20 01 00 FF 14 00 40 00 x303 | 27 01 00 FF 14 00 40 00 x125 | 20 01 03 FF 14 00 40 00 x27 | 2E 01 00 FF 14 00 40 00 x15
